date,year,month_num,month,inflation_type,source_type,value
1998-05-01,1998,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.58
1998-05-01,1998,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.08
1998-05-01,1998,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,101.05
1998-05-01,1998,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.5
1998-06-01,1998,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.98
1998-06-01,1998,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,99.99
1998-06-01,1998,6,июнь,services,Индексы потребительских цен на услуги по Российской Федерации,100.56
1998-06-01,1998,6,июнь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.08
1998-07-01,1998,7,июль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.9
1998-07-01,1998,7,июль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.07
1998-07-01,1998,7,июль,services,Индексы потребительских цен на услуги по Российской Федерации,101.22
1998-07-01,1998,7,июль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.17
1998-08-01,1998,8,август,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.39
1998-08-01,1998,8,август,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,107.14
1998-08-01,1998,8,август,services,Индексы потребительских цен на услуги по Российской Федерации,101.17
1998-08-01,1998,8,август,total,Индексы потребительских цен на товары и услуги по Российской Федерации,103.67
1998-09-01,1998,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,139.48
1998-09-01,1998,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,154.3
1998-09-01,1998,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,103.38
1998-09-01,1998,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,138.43
1998-10-01,1998,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,103.91
1998-10-01,1998,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,107.43
1998-10-01,1998,10,октябрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.6
1998-10-01,1998,10,октябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,104.54
1998-11-01,1998,11,ноябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,107.61
1998-11-01,1998,11,ноябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,104.31
1998-11-01,1998,11,ноябрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.25
1998-11-01,1998,11,ноябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,105.67
1998-12-01,1998,12,декабрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,117.05
1998-12-01,1998,12,декабрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,106.28
1998-12-01,1998,12,декабрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.8
1998-12-01,1998,12,декабрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,111.61
1999-01-01,1999,1,январь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,110.3
1999-01-01,1999,1,январь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,106.16
1999-01-01,1999,1,январь,services,Индексы потребительских цен на услуги по Российской Федерации,104.13
1999-01-01,1999,1,январь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,108.38
1999-02-01,1999,2,февраль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,104.37
1999-02-01,1999,2,февраль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,104.01
1999-02-01,1999,2,февраль,services,Индексы потребительских цен на услуги по Российской Федерации,103.17
1999-02-01,1999,2,февраль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,104.13
1999-03-01,1999,3,март,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.79
1999-03-01,1999,3,март,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,103.2
1999-03-01,1999,3,март,services,Индексы потребительских цен на услуги по Российской Федерации,101.91
1999-03-01,1999,3,март,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.79
1999-04-01,1999,4,апрель,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.57
1999-04-01,1999,4,апрель,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,104.03
1999-04-01,1999,4,апрель,services,Индексы потребительских цен на услуги по Российской Федерации,103.13
1999-04-01,1999,4,апрель,total,Индексы потребительских цен на товары и услуги по Российской Федерации,103.03
1999-05-01,1999,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.01
1999-05-01,1999,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,102.71
1999-05-01,1999,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,102.14
1999-05-01,1999,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.22
1999-06-01,1999,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.72
1999-06-01,1999,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.62
1999-06-01,1999,6,июнь,services,Индексы потребительских цен на услуги по Российской Федерации,103.48
1999-06-01,1999,6,июнь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.91
1999-07-01,1999,7,июль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,103.18
1999-07-01,1999,7,июль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.9
1999-07-01,1999,7,июль,services,Индексы потребительских цен на услуги по Российской Федерации,103.13
1999-07-01,1999,7,июль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.82
1999-08-01,1999,8,август,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.45
1999-08-01,1999,8,август,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,102.39
1999-08-01,1999,8,август,services,Индексы потребительских цен на услуги по Российской Федерации,101.93
1999-08-01,1999,8,август,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.16
1999-09-01,1999,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.8
1999-09-01,1999,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,102.74
1999-09-01,1999,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,102.02
1999-09-01,1999,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.48
1999-10-01,1999,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.86
1999-10-01,1999,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,102.16
1999-10-01,1999,10,октябрь,services,Индексы потребительских цен на услуги по Российской Федерации,102.04
1999-10-01,1999,10,октябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.37
1999-11-01,1999,11,ноябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.0
1999-11-01,1999,11,ноябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.53
1999-11-01,1999,11,ноябрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.71
1999-11-01,1999,11,ноябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.23
1999-12-01,1999,12,декабрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.38
1999-12-01,1999,12,декабрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.14
1999-12-01,1999,12,декабрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.91
1999-12-01,1999,12,декабрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.26
2000-01-01,2000,1,январь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.17
2000-01-01,2000,1,январь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,102.17
2000-01-01,2000,1,январь,services,Индексы потребительских цен на услуги по Российской Федерации,103.37
2000-01-01,2000,1,январь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.33
2000-02-01,2000,2,февраль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.46
2000-02-01,2000,2,февраль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.32
2000-02-01,2000,2,февраль,services,Индексы потребительских цен на услуги по Российской Федерации,102.97
2000-02-01,2000,2,февраль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.04
2000-03-01,2000,3,март,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.09
2000-03-01,2000,3,март,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.38
2000-03-01,2000,3,март,services,Индексы потребительских цен на услуги по Российской Федерации,101.45
2000-03-01,2000,3,март,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.64
2000-04-01,2000,4,апрель,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.3
2000-04-01,2000,4,апрель,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.49
2000-04-01,2000,4,апрель,services,Индексы потребительских цен на услуги по Российской Федерации,102.14
2000-04-01,2000,4,апрель,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.89
2000-05-01,2000,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.17
2000-05-01,2000,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.09
2000-05-01,2000,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,101.34
2000-05-01,2000,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.75
2000-06-01,2000,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,103.26
2000-06-01,2000,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.83
2000-06-01,2000,6,июнь,services,Индексы потребительских цен на услуги по Российской Федерации,103.02
2000-06-01,2000,6,июнь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.55
2000-07-01,2000,7,июль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.75
2000-07-01,2000,7,июль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.84
2000-07-01,2000,7,июль,services,Индексы потребительских цен на услуги по Российской Федерации,103.77
2000-07-01,2000,7,июль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.79
2000-08-01,2000,8,август,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.29
2000-08-01,2000,8,август,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.38
2000-08-01,2000,8,август,services,Индексы потребительских цен на услуги по Российской Федерации,103.0
2000-08-01,2000,8,август,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.98
2000-09-01,2000,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.6
2000-09-01,2000,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,102.05
2000-09-01,2000,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,102.77
2000-09-01,2000,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.32
2000-10-01,2000,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.13
2000-10-01,2000,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.89
2000-10-01,2000,10,октябрь,services,Индексы потребительских цен на услуги по Российской Федерации,102.4
2000-10-01,2000,10,октябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.11
2000-11-01,2000,11,ноябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.52
2000-11-01,2000,11,ноябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.47
2000-11-01,2000,11,ноябрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.58
2000-11-01,2000,11,ноябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.52
2000-12-01,2000,12,декабрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.88
2000-12-01,2000,12,декабрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.18
2000-12-01,2000,12,декабрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.61
2000-12-01,2000,12,декабрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.64
2001-01-01,2001,1,январь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,103.06
2001-01-01,2001,1,январь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.35
2001-01-01,2001,1,январь,services,Индексы потребительских цен на услуги по Российской Федерации,104.63
2001-01-01,2001,1,январь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.76
2001-02-01,2001,2,февраль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.28
2001-02-01,2001,2,февраль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.34
2001-02-01,2001,2,февраль,services,Индексы потребительских цен на услуги по Российской Федерации,104.27
2001-02-01,2001,2,февраль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.28
2001-03-01,2001,3,март,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.77
2001-03-01,2001,3,март,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.25
2001-03-01,2001,3,март,services,Индексы потребительских цен на услуги по Российской Федерации,103.44
2001-03-01,2001,3,март,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.86
2001-04-01,2001,4,апрель,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.01
2001-04-01,2001,4,апрель,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.87
2001-04-01,2001,4,апрель,services,Индексы потребительских цен на услуги по Российской Федерации,102.8
2001-04-01,2001,4,апрель,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.79
2001-05-01,2001,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.27
2001-05-01,2001,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.87
2001-05-01,2001,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,101.76
2001-05-01,2001,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.78
2001-06-01,2001,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.91
2001-06-01,2001,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.59
2001-06-01,2001,6,июнь,services,Индексы потребительских цен на услуги по Российской Федерации,102.53
2001-06-01,2001,6,июнь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.62
2001-07-01,2001,7,июль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.74
2001-07-01,2001,7,июль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.53
2001-07-01,2001,7,июль,services,Индексы потребительских цен на услуги по Российской Федерации,102.9
2001-07-01,2001,7,июль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.45
2001-08-01,2001,8,август,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,98.97
2001-08-01,2001,8,август,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.79
2001-08-01,2001,8,август,services,Индексы потребительских цен на услуги по Российской Федерации,102.26
2001-08-01,2001,8,август,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.01
2001-09-01,2001,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.75
2001-09-01,2001,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.16
2001-09-01,2001,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,102.55
2001-09-01,2001,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.6
2001-10-01,2001,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.74
2001-10-01,2001,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.31
2001-10-01,2001,10,октябрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.91
2001-10-01,2001,10,октябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.09
2001-11-01,2001,11,ноябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.48
2001-11-01,2001,11,ноябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.06
2001-11-01,2001,11,ноябрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.47
2001-11-01,2001,11,ноябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.36
2001-12-01,2001,12,декабрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.04
2001-12-01,2001,12,декабрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.92
2001-12-01,2001,12,декабрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.35
2001-12-01,2001,12,декабрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.6
2002-01-01,2002,1,январь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.82
2002-01-01,2002,1,январь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.23
2002-01-01,2002,1,январь,services,Индексы потребительских цен на услуги по Российской Федерации,107.47
2002-01-01,2002,1,январь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,103.09
2002-02-01,2002,2,февраль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.87
2002-02-01,2002,2,февраль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.77
2002-02-01,2002,2,февраль,services,Индексы потребительских цен на услуги по Российской Федерации,102.73
2002-02-01,2002,2,февраль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.16
2002-03-01,2002,3,март,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.46
2002-03-01,2002,3,март,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.68
2002-03-01,2002,3,март,services,Индексы потребительских цен на услуги по Российской Федерации,103.7
2002-03-01,2002,3,март,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.08
2002-04-01,2002,4,апрель,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.96
2002-04-01,2002,4,апрель,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.77
2002-04-01,2002,4,апрель,services,Индексы потребительских цен на услуги по Российской Федерации,102.4
2002-04-01,2002,4,апрель,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.16
2002-05-01,2002,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.21
2002-05-01,2002,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.19
2002-05-01,2002,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,100.97
2002-05-01,2002,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.69
2002-06-01,2002,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.82
2002-06-01,2002,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.13
2002-06-01,2002,6,июнь,services,Индексы потребительских цен на услуги по Российской Федерации,101.64
2002-06-01,2002,6,июнь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.53
2002-07-01,2002,7,июль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.43
2002-07-01,2002,7,июль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.57
2002-07-01,2002,7,июль,services,Индексы потребительских цен на услуги по Российской Федерации,101.79
2002-07-01,2002,7,июль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.72
2002-08-01,2002,8,август,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,98.92
2002-08-01,2002,8,август,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.68
2002-08-01,2002,8,август,services,Индексы потребительских цен на услуги по Российской Федерации,102.53
2002-08-01,2002,8,август,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.09
2002-09-01,2002,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.27
2002-09-01,2002,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.87
2002-09-01,2002,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,102.76
2002-09-01,2002,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.4
2002-10-01,2002,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.62
2002-10-01,2002,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.91
2002-10-01,2002,10,октябрь,services,Индексы потребительских цен на услуги по Российской Федерации,102.51
2002-10-01,2002,10,октябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.07
2002-11-01,2002,11,ноябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.96
2002-11-01,2002,11,ноябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.86
2002-11-01,2002,11,ноябрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.85
2002-11-01,2002,11,ноябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.61
2002-12-01,2002,12,декабрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.22
2002-12-01,2002,12,декабрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.67
2002-12-01,2002,12,декабрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.08
2002-12-01,2002,12,декабрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.54
2003-01-01,2003,1,январь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.51
2003-01-01,2003,1,январь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.08
2003-01-01,2003,1,январь,services,Индексы потребительских цен на услуги по Российской Федерации,104.42
2003-01-01,2003,1,январь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.4
2003-02-01,2003,2,февраль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.2
2003-02-01,2003,2,февраль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.88
2003-02-01,2003,2,февраль,services,Индексы потребительских цен на услуги по Российской Федерации,104.16
2003-02-01,2003,2,февраль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.63
2003-03-01,2003,3,март,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.97
2003-03-01,2003,3,март,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.81
2003-03-01,2003,3,март,services,Индексы потребительских цен на услуги по Российской Федерации,101.67
2003-03-01,2003,3,март,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.05
2003-04-01,2003,4,апрель,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.98
2003-04-01,2003,4,апрель,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.63
2003-04-01,2003,4,апрель,services,Индексы потребительских цен на услуги по Российской Федерации,101.78
2003-04-01,2003,4,апрель,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.02
2003-05-01,2003,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.69
2003-05-01,2003,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.58
2003-05-01,2003,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,101.47
2003-05-01,2003,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.8
2003-06-01,2003,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.79
2003-06-01,2003,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.54
